icd_verstion,icd_code,long_title,ICD9_Code,ICD10,ICD10_Root,ICD10_Root_title
10,A5449,Gonococcal infection of other musculoskeletal tissue,,A54.49,A54,Gonococcal infection
10,A5481,Gonococcal meningitis,,A54.81,A54,Gonococcal infection
10,A5486,Gonococcal sepsis,,A54.86,A54,Gonococcal infection
10,A5489,Other gonococcal infections,,A54.89,A54,Gonococcal infection
10,G10,Huntington's disease,,G10,G10,Huntington's disease
9,3334,Huntington's chorea,333.4,G10,G10,Huntington's disease
9,7999,Other unknown and unspecified cause of morbidity and mortality,799.9,R69,R69,"Illness, unspecified"
9,79989,Other ill-defined conditions,799.89,R69,R69,"Illness, unspecified"
10,A199,"Miliary tuberculosis, unspecified",,A19.9,A19,Miliary tuberculosis
9,01803,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy",018.03,A19.2,A19,Miliary tuberculosis
9,01804,"Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",018.04,A19.2,A19,Miliary tuberculosis
9,01880,"Other specified miliary tuberculosis, unspecified",018.80,A19.8,A19,Miliary tuberculosis
9,01890,"Miliary tuberculosis, unspecified, unspecified",018.90,A19.9,A19,Miliary tuberculosis
9,01893,"Miliary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",018.93,A19.9,A19,Miliary tuberculosis
9,01894,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",018.94,A19.9,A19,Miliary tuberculosis
9,01895,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",018.95,A19.9,A19,Miliary tuberculosis
9,01896,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",018.96,A19.9,A19,Miliary tuberculosis
9,1040,Nonvenereal endemic syphilis,104.0,A65,A65,Nonvenereal syphilis
10,Y95,Nosocomial condition,,Y95,Y95,Nosocomial condition
9,261,Nutritional marasmus,261,E41,E41,Nutritional marasmus
10,E41,Nutritional marasmus,,E41,E41,Nutritional marasmus
9,8601,Traumatic pneumothorax with open wound into thorax,860.1,S21.309A,S21,Open wound of thorax
9,8603,Traumatic hemothorax with open wound into thorax,860.3,S21.309A,S21,Open wound of thorax
9,8605,Traumatic pneumohemothorax with open wound into thorax,860.5,S21.309A,S21,Open wound of thorax
9,8621,"Injury to diaphragm, with open wound into cavity",862.1,S21.309A,S21,Open wound of thorax
9,8629,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity",862.9,S21.309A,S21,Open wound of thorax
9,8750,"Open wound of chest (wall), without mention of complication",875.0,S21.109A,S21,Open wound of thorax
9,8751,"Open wound of chest (wall), complicated",875.1,S21.129A,S21,Open wound of thorax
9,8760,"Open wound of back, without mention of complication",876.0,S21.209A,S21,Open wound of thorax
9,8790,"Open wound of breast, without mention of complication",879.0,S21.009A,S21,Open wound of thorax
9,8791,"Open wound of breast, complicated",879.1,S21.029A,S21,Open wound of thorax
9,86112,"Laceration of heart without penetration of heart chambers, with open wound into thorax",861.12,S21.309A,S21,Open wound of thorax
9,86113,Laceration of heart with penetration of heart chambers with open wound into thorax,861.13,S21.309A,S21,Open wound of thorax
9,86130,Unspecified injury of lung with open wound into thorax,861.30,S21.309A,S21,Open wound of thorax
9,86131,Contusion of lung with open wound into thorax,861.31,S21.309A,S21,Open wound of thorax
9,86132,Laceration of lung with open wound into thorax,861.32,S21.309A,S21,Open wound of thorax
9,86232,Injury to esophagus with open wound into cavity,862.32,S21.309A,S21,Open wound of thorax
9,86239,Injury to other specified intrathoracic organs with open wound into cavity,862.39,S21.309A,S21,Open wound of thorax
10,S21011A,"Laceration without foreign body of right breast, initial encounter",,S21.011A,S21,Open wound of thorax
10,S21012A,"Laceration without foreign body of left breast, initial encounter",,S21.012A,S21,Open wound of thorax
10,S21101A,"Unspecified open wound of right front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.101A,S21,Open wound of thorax
10,S21102A,"Unspecified open wound of left front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.102A,S21,Open wound of thorax
10,S21111A,"Laceration without foreign body of right front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.111A,S21,Open wound of thorax
10,S21112A,"Laceration without foreign body of left front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.112A,S21,Open wound of thorax
10,S21119A,"Laceration without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.119A,S21,Open wound of thorax
10,S21119D,"Laceration without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, subsequent encounter",,S21.119D,S21,Open wound of thorax
10,S21132A,"Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.132A,S21,Open wound of thorax
10,S21139A,"Puncture wound without foreign body of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.139A,S21,Open wound of thorax
10,S21141A,"Puncture wound with foreign body of right front wall of thorax without penetration into thoracic cavity, initial encounter",,S21.141A,S21,Open wound of thorax
10,S21209S,"Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity, sequela",,S21.209S,S21,Open wound of thorax
10,S21211A,"Laceration without foreign body of right back wall of thorax without penetration into thoracic cavity, initial encounter",,S21.211A,S21,Open wound of thorax
10,S21212A,"Laceration without foreign body of left back wall of thorax without penetration into thoracic cavity, initial encounter",,S21.212A,S21,Open wound of thorax
10,S21219D,"Laceration without foreign body of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter",,S21.219D,S21,Open wound of thorax
10,S21311A,"Laceration without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter",,S21.311A,S21,Open wound of thorax
10,S21312A,"Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter",,S21.312A,S21,Open wound of thorax
10,S21331A,"Puncture wound without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter",,S21.331A,S21,Open wound of thorax
10,S21332A,"Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter",,S21.332A,S21,Open wound of thorax
10,S21341A,"Puncture wound with foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter",,S21.341A,S21,Open wound of thorax
10,S21411A,"Laceration without foreign body of right back wall of thorax with penetration into thoracic cavity, initial encounter",,S21.411A,S21,Open wound of thorax
10,S21412A,"Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, initial encounter",,S21.412A,S21,Open wound of thorax
10,S2190XA,"Unspecified open wound of unspecified part of thorax, initial encounter",,S21.90XA,S21,Open wound of thorax
10,Z471,Aftercare following joint replacement surgery,,Z47.1,Z47,Orthopedic aftercare
10,Z472,Encounter for removal of internal fixation device,,Z47.2,Z47,Orthopedic aftercare
9,V5401,Encounter for removal of internal fixation device,V54.01,Z47.2,Z47,Orthopedic aftercare
9,V5481,Aftercare following joint replacement,V54.81,Z47.1,Z47,Orthopedic aftercare
9,V5482,Aftercare following explantation of joint prosthesis,V54.82,Z47.31,Z47,Orthopedic aftercare
9,V5489,Other orthopedic aftercare,V54.89,Z47.89,Z47,Orthopedic aftercare
10,Z4731,Aftercare following explantation of shoulder joint prosthesis,,Z47.31,Z47,Orthopedic aftercare
10,Z4732,Aftercare following explantation of hip joint prosthesis,,Z47.32,Z47,Orthopedic aftercare
10,Z4733,Aftercare following explantation of knee joint prosthesis,,Z47.33,Z47,Orthopedic aftercare
10,Z4781,Encounter for orthopedic aftercare following surgical amputation,,Z47.81,Z47,Orthopedic aftercare
10,Z4789,Encounter for other orthopedic aftercare,,Z47.89,Z47,Orthopedic aftercare
9,7268,Other peripheral enthesopathies,726.8,M77.8,M77,Other enthesopathies
10,M778,"Other enthesopathies, not elsewhere classified",,M77.8,M77,Other enthesopathies
10,M779,"Enthesopathy, unspecified",,M77.9,M77,Other enthesopathies
9,72631,Medial epicondylitis,726.31,M77.00,M77,Other enthesopathies
9,72632,Lateral epicondylitis,726.32,M77.10,M77,Other enthesopathies
9,72673,Calcaneal spur,726.73,M77.30,M77,Other enthesopathies
9,72679,Other enthesopathy of ankle and tarsus,726.79,M77.50,M77,Other enthesopathies
9,72690,Enthesopathy of unspecified site,726.90,M77.9,M77,Other enthesopathies
10,M7701,"Medial epicondylitis, right elbow",,M77.01,M77,Other enthesopathies
10,M7702,"Medial epicondylitis, left elbow",,M77.02,M77,Other enthesopathies
10,M7710,"Lateral epicondylitis, unspecified elbow",,M77.10,M77,Other enthesopathies
10,M7711,"Lateral epicondylitis, right elbow",,M77.11,M77,Other enthesopathies
10,M7712,"Lateral epicondylitis, left elbow",,M77.12,M77,Other enthesopathies
10,M7730,"Calcaneal spur, unspecified foot",,M77.30,M77,Other enthesopathies
10,M7731,"Calcaneal spur, right foot",,M77.31,M77,Other enthesopathies
10,M7732,"Calcaneal spur, left foot",,M77.32,M77,Other enthesopathies
10,M7741,"Metatarsalgia, right foot",,M77.41,M77,Other enthesopathies
10,M7742,"Metatarsalgia, left foot",,M77.42,M77,Other enthesopathies
10,M7750,Other enthesopathy of unspecified foot and ankle,,M77.50,M77,Other enthesopathies
10,M7751,Other enthesopathy of right foot and ankle,,M77.51,M77,Other enthesopathies
10,M7752,Other enthesopathy of left foot and ankle,,M77.52,M77,Other enthesopathies
9,2442,Iodine hypothyroidism,244.2,E03.2,E03,Other hypothyroidism
9,2443,Other iatrogenic hypothyroidism,244.3,E03.2,E03,Other hypothyroidism
9,2449,Unspecified acquired hypothyroidism,244.9,E03.9,E03,Other hypothyroidism
9,2468,Other specified disorders of thyroid,246.8,E03.4,E03,Other hypothyroidism
9,E030,Congenital hypothyroidism with diffuse goiter,,E03.0,E03,Other hypothyroidism
10,E031,Congenital hypothyroidism without goiter,,E03.1,E03,Other hypothyroidism
10,E032,Hypothyroidism due to medicaments and other exogenous substances,,E03.2,E03,Other hypothyroidism
10,E034,Atrophy of thyroid (acquired),,E03.4,E03,Other hypothyroidism
10,E035,Myxedema coma,,E03.5,E03,Other hypothyroidism
10,E038,Other specified hypothyroidism,,E03.8,E03,Other hypothyroidism
10,E039,"Hypothyroidism, unspecified",,E03.9,E03,Other hypothyroidism
10,H499,Unspecified paralytic strabismus,,H49.9,H49,Paralytic strabismus
9,37850,"Paralytic strabismus, unspecified",378.50,H49.889,H49,Paralytic strabismus
9,37851,"Third or oculomotor nerve palsy, partial",378.51,H49.00,H49,Paralytic strabismus
9,37852,"Third or oculomotor nerve palsy, total",378.52,H49.00,H49,Paralytic strabismus
9,37853,Fourth or trochlear nerve palsy,378.53,H49.10,H49,Paralytic strabismus
9,37854,Sixth or abducens nerve palsy,378.54,H49.20,H49,Paralytic strabismus
9,37855,External ophthalmoplegia,378.55,H49.40,H49,Paralytic strabismus
9,37856,Total ophthalmoplegia,378.56,H49.30,H49,Paralytic strabismus
10,H4900,"Third [oculomotor] nerve palsy, unspecified eye",,H49.00,H49,Paralytic strabismus
10,H4901,"Third [oculomotor] nerve palsy, right eye",,H49.01,H49,Paralytic strabismus
10,H4902,"Third [oculomotor] nerve palsy, left eye",,H49.02,H49,Paralytic strabismus
10,H4903,"Third [oculomotor] nerve palsy, bilateral",,H49.03,H49,Paralytic strabismus
10,H4910,"Fourth [trochlear] nerve palsy, unspecified eye",,H49.10,H49,Paralytic strabismus
10,H4911,"Fourth [trochlear] nerve palsy, right eye",,H49.11,H49,Paralytic strabismus
10,H4912,"Fourth [trochlear] nerve palsy, left eye",,H49.12,H49,Paralytic strabismus
10,H4913,"Fourth [trochlear] nerve palsy, bilateral",,H49.13,H49,Paralytic strabismus
10,H4920,"Sixth [abducent] nerve palsy, unspecified eye",,H49.20,H49,Paralytic strabismus
10,H4921,"Sixth [abducent] nerve palsy, right eye",,H49.21,H49,Paralytic strabismus
10,H4922,"Sixth [abducent] nerve palsy, left eye",,H49.22,H49,Paralytic strabismus
10,H4923,"Sixth [abducent] nerve palsy, bilateral",,H49.23,H49,Paralytic strabismus
10,H4932,"Total (external) ophthalmoplegia, left eye",,H49.32,H49,Paralytic strabismus
10,H4941,"Progressive external ophthalmoplegia, right eye",,H49.41,H49,Paralytic strabismus
10,H4943,"Progressive external ophthalmoplegia, bilateral",,H49.43,H49,Paralytic strabismus
10,H49881,"Other paralytic strabismus, right eye",,H49.881,H49,Paralytic strabismus
10,H49882,"Other paralytic strabismus, left eye",,H49.882,H49,Paralytic strabismus
10,H49889,"Other paralytic strabismus, unspecified eye",,H49.889,H49,Paralytic strabismus
10,L88,Pyoderma gangrenosum,,L88,L88,Pyoderma gangrenosum
9,68601,Pyoderma gangrenosum,686.01,L88,L88,Pyoderma gangrenosum
10,F21,Schizotypal disorder,,F21,F21,Schizotypal disorder
9,30122,Schizotypal personality disorder,301.22,F21,F21,Schizotypal disorder
10,L820,Inflamed seborrheic keratosis,,L82.0,L82,Seborrheic keratosis
10,L821,Other seborrheic keratosis,,L82.1,L82,Seborrheic keratosis
9,70219,Other seborrheic keratosis,702.19,L82.1,L82,Seborrheic keratosis
9,3007,Hypochondriasis,300.7,F45.21,F45,Somatoform disorders
9,3060,Musculoskeletal malfunction arising from mental factors,306.0,F45.8,F45,Somatoform disorders
9,3061,Respiratory malfunction arising from mental factors,306.1,F45.8,F45,Somatoform disorders
9,3062,Cardiovascular malfunction arising from mental factors,306.2,F45.8,F45,Somatoform disorders
9,3064,Gastrointestinal malfunction arising from mental factors,306.4,F45.8,F45,Somatoform disorders
9,3067,Disorder of organs of special sense arising from mental factors,306.7,F45.8,F45,Somatoform disorders
9,3068,Other specified psychophysiological malfunction,306.8,F45.8,F45,Somatoform disorders
9,3069,Unspecified psychophysiological malfunction,306.9,F45.9,F45,Somatoform disorders
10,F450,Somatization disorder,,F45.0,F45,Somatoform disorders
10,F451,Undifferentiated somatoform disorder,,F45.1,F45,Somatoform disorders
10,F458,Other somatoform disorders,,F45.8,F45,Somatoform disorders
10,F459,"Somatoform disorder, unspecified",,F45.9,F45,Somatoform disorders
9,30081,Somatization disorder,300.81,F45.0,F45,Somatoform disorders
9,30082,Undifferentiated somatoform disorder,300.82,F45.1,F45,Somatoform disorders
9,30089,Other somatoform disorders,300.89,F45.8,F45,Somatoform disorders
9,30650,"Psychogenic genitourinary malfunction, unspecified",306.50,F45.8,F45,Somatoform disorders
9,30780,"Psychogenic pain, site unspecified",307.80,F45.41,F45,Somatoform disorders
9,30789,Other pain disorders related to psychological factors,307.89,F45.42,F45,Somatoform disorders
10,F4521,Hypochondriasis,,F45.21,F45,Somatoform disorders
10,F4522,Body dysmorphic disorder,,F45.22,F45,Somatoform disorders
10,F4541,Pain disorder exclusively related to psychological factors,,F45.41,F45,Somatoform disorders
10,F4542,Pain disorder with related psychological factors,,F45.42,F45,Somatoform disorders
10,O030,Genital tract and pelvic infection following incomplete spontaneous abortion,,O03.0,O03,Spontaneous abortion
10,O031,Delayed or excessive hemorrhage following incomplete spontaneous abortion,,O03.1,O03,Spontaneous abortion
10,O034,Incomplete spontaneous abortion without complication,,O03.4,O03,Spontaneous abortion
10,O035,Genital tract and pelvic infection following complete or unspecified spontaneous abortion,,O03.5,O03,Spontaneous abortion
10,O036,Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion,,O03.6,O03,Spontaneous abortion
10,O037,Embolism following complete or unspecified spontaneous abortion,,O03.7,O03,Spontaneous abortion
10,O039,Complete or unspecified spontaneous abortion without complication,,O03.9,O03,Spontaneous abortion
9,63401,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete",634.01,O03.0,O03,Spontaneous abortion
9,63402,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete",634.02,O03.5,O03,Spontaneous abortion
9,63410,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified",634.10,O03.6,O03,Spontaneous abortion
9,63411,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete",634.11,O03.1,O03,Spontaneous abortion
9,63412,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete",634.12,O03.6,O03,Spontaneous abortion
9,63421,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete",634.21,O03.34,O03,Spontaneous abortion
9,63431,"Spontaneous abortion, complicated by renal failure, incomplete",634.31,O03.32,O03,Spontaneous abortion
9,63461,"Spontaneous abortion, complicated by embolism, incomplete",634.61,O03.2,O03,Spontaneous abortion
9,63470,"Spontaneous abortion, with other specified complications, unspecified",634.70,O03.85,O03,Spontaneous abortion
9,63471,"Spontaneous abortion, with other specified complications, incomplete",634.71,O03.39,O03,Spontaneous abortion
9,63481,"Spontaneous abortion, with unspecified complication, incomplete",634.81,O03.30,O03,Spontaneous abortion
9,63490,"Spontaneous abortion, without mention of complication, unspecified",634.90,O03.9,O03,Spontaneous abortion
9,63491,"Spontaneous abortion, without mention of complication, incomplete",634.91,O03.4,O03,Spontaneous abortion
9,63492,"Spontaneous abortion, without mention of complication, complete",634.92,O03.9,O03,Spontaneous abortion
10,O0330,Unspecified complication following incomplete spontaneous abortion,,O03.30,O03,Spontaneous abortion
10,O0333,Metabolic disorder following incomplete spontaneous abortion,,O03.33,O03,Spontaneous abortion
10,O0337,Sepsis following incomplete spontaneous abortion,,O03.37,O03,Spontaneous abortion
10,O0338,Urinary tract infection following incomplete spontaneous abortion,,O03.38,O03,Spontaneous abortion
10,O0339,Incomplete spontaneous abortion with other complications,,O03.39,O03,Spontaneous abortion
10,O0383,Metabolic disorder following complete or unspecified spontaneous abortion,,O03.83,O03,Spontaneous abortion
10,O0387,Sepsis following complete or unspecified spontaneous abortion,,O03.87,O03,Spontaneous abortion
10,O0389,Complete or unspecified spontaneous abortion with other complications,,O03.89,O03,Spontaneous abortion
9,0380,Streptococcal septicemia,038.0,A40.9,A40,Streptococcal sepsis
9,0382,Pneumococcal septicemia [Streptococcus pneumoniae septicemia],038.2,A40.3,A40,Streptococcal sepsis
10,A400,"Sepsis due to streptococcus, group A",,A40.0,A40,Streptococcal sepsis
10,A401,"Sepsis due to streptococcus, group B",,A40.1,A40,Streptococcal sepsis
10,A403,Sepsis due to Streptococcus pneumoniae,,A40.3,A40,Streptococcal sepsis
10,A408,Other streptococcal sepsis,,A40.8,A40,Streptococcal sepsis
10,A409,"Streptococcal sepsis, unspecified",,A40.9,A40,Streptococcal sepsis
10,R55,Syncope and collapse,,R55,R55,Syncope and collapse
9,7802,Syncope and collapse,780.2,R55,R55,Syncope and collapse
10,G92,Toxic encephalopathy,,G92,G92,Toxic encephalopathy
9,32372,Toxic myelitis,323.72,G92,G92,Toxic encephalopathy
9,34982,Toxic encephalopathy,349.82,G92,G92,Toxic encephalopathy
9,2900,"Senile dementia, uncomplicated",290.0,F03.90,F03,Unspecified dementia
9,2903,Senile dementia with delirium,290.3,F03.90,F03,Unspecified dementia
9,29010,"Presenile dementia, uncomplicated",290.10,F03.90,F03,Unspecified dementia
9,29011,Presenile dementia with delirium,290.11,F03.90,F03,Unspecified dementia
9,29012,Presenile dementia with delusional features,290.12,F03.90,F03,Unspecified dementia
9,29013,Presenile dementia with depressive features,290.13,F03.90,F03,Unspecified dementia
9,29020,Senile dementia with delusional features,290.20,F03.90,F03,Unspecified dementia
9,29021,Senile dementia with depressive features,290.21,F03.90,F03,Unspecified dementia
9,29420,"Dementia, unspecified, without behavioral disturbance",294.20,F03.90,F03,Unspecified dementia
9,29421,"Dementia, unspecified, with behavioral disturbance",294.21,F03.91,F03,Unspecified dementia
10,F0390,Unspecified dementia without behavioral disturbance,,F03.90,F03,Unspecified dementia
10,F0391,Unspecified dementia with behavioral disturbance,,F03.91,F03,Unspecified dementia
10,R17,Unspecified jaundice,,R17,R17,Unspecified jaundice
9,7824,"Jaundice, unspecified, not of newborn",782.4,R17,R17,Unspecified jaundice
9,0774,Epidemic hemorrhagic conjunctivitis,077.4,B30.3,B30,Viral conjunctivitis
9,0778,Other viral conjunctivitis,077.8,B30.8,B30,Viral conjunctivitis
10,B301,Conjunctivitis due to adenovirus,,B30.1,B30,Viral conjunctivitis
10,B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral),,B30.3,B30,Viral conjunctivitis
10,B308,Other viral conjunctivitis,,B30.8,B30,Viral conjunctivitis
10,B309,"Viral conjunctivitis, unspecified",,B30.9,B30,Viral conjunctivitis
9,07799,Unspecified diseases of conjunctiva due to viruses,077.99,B30.9,B30,Viral conjunctivitis
9,2649,Unspecified vitamin A deficiency,264.9,E50.9,E50,Vitamin A deficiency
10,E507,Other ocular manifestations of vitamin A deficiency,,E50.7,E50,Vitamin A deficiency
10,E509,"Vitamin A deficiency, unspecified",,E50.9,E50,Vitamin A deficiency
9,2680,"Rickets, active",268.0,E55.0,E55,Vitamin D deficiency
9,2689,Unspecified vitamin D deficiency,268.9,E55.9,E55,Vitamin D deficiency
10,E550,"Rickets, active",,E55.0,E55,Vitamin D deficiency
10,E559,"Vitamin D deficiency, unspecified",,E55.9,E55,Vitamin D deficiency
10,R130,Aphagia,,R13.0,R13,Aphagia and dysphagia
9,78720,"Dysphagia, unspecified",787.20,R13.0,R13,Aphagia and dysphagia
9,78721,"Dysphagia, oral phase",787.21,R13.11,R13,Aphagia and dysphagia
9,78722,"Dysphagia, oropharyngeal phase",787.22,R13.12,R13,Aphagia and dysphagia
9,78723,"Dysphagia, pharyngeal phase",787.23,R13.13,R13,Aphagia and dysphagia
9,78724,"Dysphagia, pharyngoesophageal phase",787.24,R13.14,R13,Aphagia and dysphagia
9,78729,Other dysphagia,787.29,R13.19,R13,Aphagia and dysphagia
10,R1310,"Dysphagia, unspecified",,R13.10,R13,Aphagia and dysphagia
10,R1311,"Dysphagia, oral phase",,R13.11,R13,Aphagia and dysphagia
10,R1312,"Dysphagia, oropharyngeal phase",,R13.12,R13,Aphagia and dysphagia
10,R1313,"Dysphagia, pharyngeal phase",,R13.13,R13,Aphagia and dysphagia
10,R1314,"Dysphagia, pharyngoesophageal phase",,R13.14,R13,Aphagia and dysphagia
10,R1319,Other dysphagia,,R13.19,R13,Aphagia and dysphagia
10,Z68,Body mass index [BMI],,Z68,Z68,Body mass index [BMI]
9,V850,"Body Mass Index less than 19, adult",V85.0,Z68.1,Z68,Body mass index [BMI]
9,V851,"Body Mass Index between 19-24, adult",V85.1,Z68.20,Z68,Body mass index [BMI]
9,V854,"Body Mass Index 40 and over, adult",V85.4,Z68.41,Z68,Body mass index [BMI]
10,Z681,"Body mass index (BMI) 19.9 or less, adult",,Z68.1,Z68,Body mass index [BMI]
9,V8521,"Body Mass Index 25.0-25.9, adult",V85.21,Z68.25,Z68,Body mass index [BMI]
9,V8522,"Body Mass Index 26.0-26.9, adult",V85.22,Z68.26,Z68,Body mass index [BMI]
9,V8523,"Body Mass Index 27.0-27.9, adult",V85.23,Z68.27,Z68,Body mass index [BMI]
9,V8524,"Body Mass Index 28.0-28.9, adult",V85.24,Z68.28,Z68,Body mass index [BMI]
9,V8525,"Body Mass Index 29.0-29.9, adult",V85.25,Z68.29,Z68,Body mass index [BMI]
9,V8530,"Body Mass Index 30.0-30.9, adult",V85.30,Z68.30,Z68,Body mass index [BMI]
9,V8531,"Body Mass Index 31.0-31.9, adult",V85.31,Z68.31,Z68,Body mass index [BMI]
9,V8532,"Body Mass Index 32.0-32.9, adult",V85.32,Z68.32,Z68,Body mass index [BMI]
9,V8533,"Body Mass Index 33.0-33.9, adult",V85.33,Z68.33,Z68,Body mass index [BMI]
9,V8534,"Body Mass Index 34.0-34.9, adult",V85.34,Z68.34,Z68,Body mass index [BMI]
9,V8535,"Body Mass Index 35.0-35.9, adult",V85.35,Z68.35,Z68,Body mass index [BMI]
9,V8536,"Body Mass Index 36.0-36.9, adult",V85.36,Z68.36,Z68,Body mass index [BMI]
9,V8537,"Body Mass Index 37.0-37.9, adult",V85.37,Z68.37,Z68,Body mass index [BMI]
9,V8538,"Body Mass Index 38.0-38.9, adult",V85.38,Z68.38,Z68,Body mass index [BMI]
9,V8539,"Body Mass Index 39.0-39.9, adult",V85.39,Z68.39,Z68,Body mass index [BMI]
9,V8541,"Body Mass Index 40.0-44.9, adult",V85.41,Z68.41,Z68,Body mass index [BMI]
9,V8542,"Body Mass Index 45.0-49.9, adult",V85.42,Z68.42,Z68,Body mass index [BMI]
9,V8543,"Body Mass Index 50.0-59.9, adult",V85.43,Z68.43,Z68,Body mass index [BMI]
9,V8544,"Body Mass Index 60.0-69.9, adult",V85.44,Z68.44,Z68,Body mass index [BMI]
9,V8545,"Body Mass Index 70 and over, adult",V85.45,Z68.45,Z68,Body mass index [BMI]
9,V8551,"Body Mass Index, pediatric, less than 5th percentile for age",V85.51,Z68.51,Z68,Body mass index [BMI]
9,V8552,"Body Mass Index, pediatric, 5th percentile to less than 85th percentile for age",V85.52,Z68.52,Z68,Body mass index [BMI]
9,V8553,"Body Mass Index, pediatric, 85th percentile to less than 95th percentile for age",V85.53,Z68.53,Z68,Body mass index [BMI]
9,V8554,"Body Mass Index, pediatric, greater than or equal to 95th percentile for age",V85.54,Z68.54,Z68,Body mass index [BMI]
10,Z6820,"Body mass index (BMI) 20.0-20.9, adult",,Z68.20,Z68,Body mass index [BMI]
10,Z6821,"Body mass index (BMI) 21.0-21.9, adult",,Z68.21,Z68,Body mass index [BMI]
10,Z6822,"Body mass index (BMI) 22.0-22.9, adult",,Z68.22,Z68,Body mass index [BMI]
10,Z6823,"Body mass index (BMI) 23.0-23.9, adult",,Z68.23,Z68,Body mass index [BMI]
10,Z6824,"Body mass index (BMI) 24.0-24.9, adult",,Z68.24,Z68,Body mass index [BMI]
10,Z6825,"Body mass index (BMI) 25.0-25.9, adult",,Z68.25,Z68,Body mass index [BMI]
10,Z6826,"Body mass index (BMI) 26.0-26.9, adult",,Z68.26,Z68,Body mass index [BMI]
10,Z6827,"Body mass index (BMI) 27.0-27.9, adult",,Z68.27,Z68,Body mass index [BMI]
10,Z6828,"Body mass index (BMI) 28.0-28.9, adult",,Z68.28,Z68,Body mass index [BMI]
10,Z6829,"Body mass index (BMI) 29.0-29.9, adult",,Z68.29,Z68,Body mass index [BMI]
10,Z6830,"Body mass index (BMI) 30.0-30.9, adult",,Z68.30,Z68,Body mass index [BMI]
10,Z6831,"Body mass index (BMI) 31.0-31.9, adult",,Z68.31,Z68,Body mass index [BMI]
10,Z6832,"Body mass index (BMI) 32.0-32.9, adult",,Z68.32,Z68,Body mass index [BMI]
10,Z6833,"Body mass index (BMI) 33.0-33.9, adult",,Z68.33,Z68,Body mass index [BMI]
10,Z6834,"Body mass index (BMI) 34.0-34.9, adult",,Z68.34,Z68,Body mass index [BMI]
10,Z6835,"Body mass index (BMI) 35.0-35.9, adult",,Z68.35,Z68,Body mass index [BMI]
10,Z6836,"Body mass index (BMI) 36.0-36.9, adult",,Z68.36,Z68,Body mass index [BMI]
10,Z6837,"Body mass index (BMI) 37.0-37.9, adult",,Z68.37,Z68,Body mass index [BMI]
10,Z6838,"Body mass index (BMI) 38.0-38.9, adult",,Z68.38,Z68,Body mass index [BMI]
10,Z6839,"Body mass index (BMI) 39.0-39.9, adult",,Z68.39,Z68,Body mass index [BMI]
10,Z6841,"Body mass index (BMI) 40.0-44.9, adult",,Z68.41,Z68,Body mass index [BMI]
10,Z6842,"Body mass index (BMI) 45.0-49.9, adult",,Z68.42,Z68,Body mass index [BMI]
10,Z6843,"Body mass index (BMI) 50.0-59.9, adult",,Z68.43,Z68,Body mass index [BMI]
10,Z6844,"Body mass index (BMI) 60.0-69.9, adult",,Z68.44,Z68,Body mass index [BMI]
10,Z6845,"Body mass index (BMI) 70 or greater, adult",,Z68.45,Z68,Body mass index [BMI]
10,Z6852,"Body mass index (BMI) pediatric, 5th percentile to less than 85th percentile for age",,Z68.52,Z68,Body mass index [BMI]
10,Z6854,"Body mass index (BMI) pediatric, greater than or equal to 95th percentile for age",,Z68.54,Z68,Body mass index [BMI]
